name=拼音
key=abcdefghijklmnopqrstuvwxyz
len=63
wildcard=?
pinyin=1
split='
hint=0
user=pinyin.usr
assist=mb/yong.txt 2
chengxugaosho 程序高手
chengxugel 程序隔离
chengxugesh 程序格式
chengxuguiyu 程序规约
chengxuhuafe 程序划分
chengxuj 程序集
chengxujicunq 程序寄存器
chengxujih 程序集合
chengxujishuq 程序计数器
chengxujiexianjiankon 程序界限监控
chengxujubuxin 程序局部性
chengxukaif 程序开发
chengxukongzh 程序控制
chengxukongzhiyuj 程序控制语句
chengxuk 程序库
chengxukua 程序块
chengxukuozha 程序扩展
chengxuliji 程序理解
chengxuluojidanyua 程序逻辑单元
chengxuminganguzhan 程序敏感故障
chengxuquere 程序确认
chengxushej 程序设计
chengxushejifangfaxu 程序设计方法学
chengxushejihuanjin 程序设计环境
chengxushejijish 程序设计技术
chengxushejiluoj 程序设计逻辑
chengxushejiyuya 程序设计语言
chengxushejizhichihuanjin 程序设计支持环境
chengxushengchen 程序生成
chengxushengchengchengx 程序生成程序
chengxushengchengq 程序生成器
chengxutanc 程序探测
chengxutixijiego 程序体系结构
chengxuxiuga 程序修改
chengxuyanzhen 程序验证
chengxuyanzhengq 程序验证器
chengxuyouxianj 程序优先级
chengxuyuandaim 程序原代码
chengxuyuanzuoy 程序员作业
chengxuzantin 程序暂停
chengxuzhengquexin 程序正确性
chengxuzhengquexingzhengmin 程序正确性证明
chengxuzh 程序纸
chengxuzhichik 程序支持库
chengxuzhilian 程序质量
chengxuzhilin 程序指令
chengxuzhuanhua 程序转换
chengxuzhuanhuanfangf 程序转换方法
chengxuzhuangrucaozu 程序装入操作
chengxuzhuangruchengx 程序装入程序
chengxuzhuangta 程序状态
chengxuzhuangtaizijicunq 程序状态字寄存器
chengxuzongh 程序综合
chengyuwan 城域网
chengyuanbianlian 成员变量
chengyuanduixian 成员对象
chengyuanfangf 成员方法
chengyuanfuwuq 成员服务器
chengyuanhansh 成员函数
chengyuanneibule 成员内部类
chengyuanwent 成员问题
chengzibujia 成字部件
chengzubianmajil 成组编码记录
chengzuchuanson 成组传送
chengzuchuansongsul 成组传送速率
chengzufeny 成组分页
chicunqudon 尺寸驱动
chiduchuanganq 尺度传感器
chidukongjia 尺度空间
chijiuxin 持久性
chongchua 重传
chongdi 重叠
chongdiechul 重叠处理
chongdiejicunqichuangko 重叠寄存器窗口
chongdingsh 重定时
chongdingshibianhua 重定时变换
chongdingxian 重定向
chongdingxiangcaozuof 重定向操作符
chongdingy 重定义
chongd 重读
chongf 重发
chongfanggongj 重放攻击
chongfengongb 充分公布
chongfenkaifangshisaomia 充分开放式扫描
chongfubiaozh 重复标识
chongfucishujishuq 重复次数计数器
chongfujianya 重复检验
chongfuxin 重复性
chongfuxuanzepaix 重复选择排序
chonggo 重构
chongjib 冲击波
chongjibobingd 冲击波病毒
chongjia 重建
chongjianlvboq 重建滤波器
chongkongxunjin 虫孔寻径
chongm 重码
chongmazicish 重码字词数
chongpeizh 重配置
chongq 重启
chongqidon 重启动
chongrujiandum 重入监督码
chongsh 重试 重数
chongshixunjin 虫蚀寻径
chongt 冲突
chongtuj 冲突集
chongtujianbi 冲突鉴别
chongtujianc 冲突检测
chongtujiego 冲突结构
chongtutiaoji 冲突调解
chongtuxianglian 冲突向量
chongtuxiaoji 冲突消解
chongweifenb 重尾分布
chongxianjiqire 重现机器人
chongxi 重写
chongxieguiz 重写规则
chongxinanzhuan 重新安装
chongxindingy 重新定义
chongxinlianji 重新连接
chongxinqidon 重新启动
chongxinyunxin 重新运行
chongya 重演
chongyansh 重言式
chongyanshiguiz 重言式规则
chongyin 重影
chongza 重载
chongz 重组
chongzu 重做
chouebaowe 丑恶报文
choumixin 稠密性
chouxian 抽象
chouxiangcengc 抽象层次
chouxiangchuangkougongjuxian 抽象窗口工具箱
chouxiangfangf 抽象方法
chouxianghansh 抽象函数
chouxiangj 抽象机
chouxiangle 抽象类
chouxiangshujuleixin 抽象数据类型
chouxiangyuyanz 抽象语言族
chucunk 储存库
chucu 除错
chucuochul 出错处理
chucuochulilichen 出错处理例程
chucuodengjichengx 出错登记程序
chucuofengsu 出错封锁
chucuol 出错率
chucuowenjia 出错文件
chucuozhongdua 出错中断
chucuozhongduanchul 出错中断处理
chudia 触点 出点
chudianchabal 触点插拔力
chudianjianj 触点间距
chudon 出动
chud 出度
chuf 除法
chufahuil 除法回路
chufaq 触发器 除法器
chujishiju 初级视觉
chujishuch 初级输出
chujishur 初级输入
chuj 出局
chukouguanliguizhan 出口管理规章
chulibujia 处理部件
chulidanyua 处理单元
chulidanyuancunchuq 处理单元存储器
chulij 处理机
chulijidu 处理机对
chulijiliyon 处理机利用
chulijizhuangtaiz 处理机状态字
chuliq 处理器
chuliqidiaod 处理器调度
chuliqifenpe 处理器分配
chuliqiguanl 处理器管理
chuliqijish 处理器技术
chuliqiyizhixingmoxin 处理器一致性模型
chulishijia 处理事件
chulisud 处理速度
chumopin 触摸屏
chuqichengx 初启程序
chuqixuli 初启序列
chushibiaozh 初始标识
chushichengxuzhuangr 初始程序装入
chushihu 初始化
chushijia 出事件
chushimoxin 初始模型
chushiweimazhuangr 初始微码装入
chushixuli 初始序列
chushizhuangr 初始装入
chushizhuangta 初始状态
chuxianwan 出现网
chuxianxuli 出现序列
chuzh 初值
chuanbin 串并
chuanbingzhuanhuanq 串并转换器
chuanbochacu 传播差错
chuanbowuch 传播误差
chuanchengz 传承字
chuandaolengqu 传导冷却
chuandibiba 传递闭包
chuandihansh 传递函数
chuandihanshuyila 传递函数依赖
chuandijianyu 传递简约
chuandixiangguanxin 传递相关性
chuandixin 传递性
chuanganq 传感器
chuanguiyuej 串归约机
chuanhangdayinj 串行打印机
chuanhangpaix 串行排序
chuanhuaq 串化器
chuanjikongzh 串级控制
chuankongk 穿孔卡
chuanko 串口
chuankouyingpa 串口硬盘
chuanlianduanji 串联端接
chuanlianduanjiexia 串联端接线
chuanlianpipe 串联匹配
chuanlianzun 串联阻尼
chuanlianzunidianz 串联阻尼电阻
chuanpipe 串匹配
chuanra 串扰
chuanraofud 串扰幅度
chuanr 传热
chuanshengq 传声器
chuansh 传输
chuanshucenganquanxiey 传输层安全协议
chuanshucuow 传输错误
chuanshukongzhixiey 传输控制协议
chuanshulian 传输量
chuanshumeit 传输媒体
chuanshumosh 传输模式
chuanshuqia 传输桥
chuanshuqudongchengxujieko 传输驱动程序接口
chuanshushuj 传输数据
chuanshusul 传输速率
chuanshusunha 传输损耗
chuanshutongluyanch 传输通路延迟
chuanshuxia 传输线
chuanshuxiey 传输协议
chuanshuyanch 传输延迟
chuanson 传送
chuantongyuf 传统语法
chuanxianerchash 穿线二叉树
chuanxingchuansh 串行传输
chuanxingdiaod 串行调度
chuanxingduanko 串行端口
chuanxingjisuanj 串行计算机
chuanxingjiaf 串行加法
chuanxingjiafaq 串行加法器
chuanxingjiekouxiey 串行接口协议
chuanxingrenw 串行任务
chuanxingshubia 串行鼠标
chuanxingxianluwangjixiey 串行线路网际协议
chuanxingxianwangjixiey 串行线网际协议
chuanyuexuli 穿越序列
chuanzhenma 传真猫
chuanzh 传值
chuangjianduixian 创建对象
chuangjianmul 创建目录
chuangjianriq 创建日期
chuangjianyuany 创建原语
chuangko 窗口
chuangkoubiaot 窗口标题
chuangkoudaxia 窗口大小
chuangkouguanliq 窗口管理器
chuangkouhansh 窗口函数
chuangkoujiet 窗口截图
chuangkoujubin 窗口句柄
chuangkoushixunixiansh 窗口式虚拟现实
chuangr 闯入
chuangt 窗体
chuangzuoyuya 创作语言
chuito 锤头
chuizhichul 垂直处理
chuizhicijil 垂直磁记录
chuizhifanzhua 垂直翻转
chuizhifenpia 垂直分片
chuizhijuzhon 垂直居中
chunmiwengongj 纯密文攻击
chuntongb 纯同步 唇同步
chunwan 纯网
chunwenbenxuanzegongj 纯文本选择攻击
chunzhenba 纯真版
chunzhengkeguiyuexin 纯正可归约性
chuoha 绰号
cibianzuto 磁变阻头
cibiaomianjil 磁表面记录
cicunchuq 磁存储器
cida 磁带 磁道
cidaibiaoha 磁带标号
cidaichuansongjigo 磁带传送机构
cidaigesh 磁带格式
cidaihouyuanxiton 磁带后援系统
cidaijioujianya 磁带奇偶检验
cidaikongzhiq 磁带控制器
cidaik 磁带库
cidaiqudongq 磁带驱动器
cidaiqudongxiton 磁带驱动系统
cidaitoubia 磁带头标
cidaiweibia 磁带尾标
cidaogesh 磁道格式
cidaogenzongcifuxiton 磁道跟踪伺服系统
cidaokuand 磁道宽度
cidaozhongxinj 磁道中心距
cideshiyongd 词的使用度
cidiguixin 次递归性
cidianshigongj 词典式攻击
cidianxu 词典学
cidongzuohansh 次动作函数
cif 词法
cifafenx 词法分析
cifafenxiq 词法分析器
cifancho 词范畴
cifenleiliutongpind 词分类流通频度
cifudaoluxieq 伺服道录写器
ciga 词干
cig 磁鼓
ciguangcunchuq 磁光存储器
ciguangdi 磁光碟
cihuifenx 词汇分析
cihuigongnengyuf 词汇功能语法
cihuixu 词汇学
cihuiyuf 词汇语法
cihuiyuyixu 词汇语义学
cijilujiezh 磁记录介质
cik 磁卡
cile 词类
ciliutongpind 词流通频度
cimabia 词码表
cimiya 次密钥
cim 磁膜
cipa 磁盘 磁泡
cipancaozuoxiton 磁盘操作系统
cipangaosuhuancu 磁盘高速缓存
cipanhuashan 磁盘划伤
cipanjilukua 磁盘记录块
cipanjingxian 磁盘镜像
cipankongzhiq 磁盘控制器
cipanqudongq 磁盘驱动器
cipanrongyuzhenli 磁盘冗余阵列
cipanshipeiq 磁盘适配器
cipanshuanggon 磁盘双工
cipanzhenli 磁盘阵列
cipi 词频
cipindiaozhen 词频调整
ciqiefe 词切分
cishiyongpind 词使用频度
cis 词素
citia 磁条
citiaoyueduj 磁条阅读机
cito 磁头
citoudingweijigo 磁头定位机构
citouduxieca 磁头读写槽
citoufengx 磁头缝隙
citoujiazaijigo 磁头加载机构
citoujiazaiq 磁头加载区
citouqiluoq 磁头起落区
citouxiezaiq 磁头卸载区
cixi 磁心
cixin 词性
cixingbiaozh 词性标注
ciyulianxian 词语联想
ciyum 词语码
ciyuqiefe 词语切分
ciyuwenbe 词语文本
ciyuxinx 词语信息
ciyuanxu 词源学
cizha 次站
cizhuanjiajufafenx 词专家句法分析
congshixinxixitonganquanbaohudehegezhuanyerenyua 从事信息系统安全保护的合格专业人员
congzha 从站
cucaoj 粗糙集
cudingwe 粗定位
culid 粗粒度
culidufangwenkongzh 粗粒度访问控制
cuanga 篡改
cuangaigongj 篡改攻击
cuangaixindaoxinx 篡改信道信息
cuiruodia 脆弱点
cuiruojiam 脆弱加密
cuiruomim 脆弱密码
cuiruoxin 脆弱性
cunchuanqua 存储安全
cunchuba 存储板
cunchubaoh 存储保护
cunchudaikua 存储带宽
cunchudanyua 存储单元
cunchufuga 存储覆盖
cunchufugaiq 存储覆盖区
cunchuganra 存储干扰
cunchuguanl 存储管理
cunchuguanlibujia 存储管理部件
cunchuguanlicelu 存储管理策略
cunchuguanlifuw 存储管理服务
cunchuguochen 存储过程
cunchujish 存储技术
cunchujiam 存储加密
cunchujuzhe 存储矩阵
cunchukongjia 存储空间
cunchumeit 存储媒体
cunchumid 存储密度
cunchumokua 存储模块
cunchumokuaiqudongqijieko 存储模块驱动器接口
cunchupeizh 存储配置
cunchuq 存储器
cunchuqicengc 存储器层次
cunchuqichongt 存储器冲突
cunchuqicunchut 存储器存储体
cunchuqicunquchongt 存储器存取冲突
cunchuqicunquguanl 存储器存取管理
cunchuqicunqumosh 存储器存取模式
cunchuqidaikua 存储器带宽
cunchuqifenpe 存储器分配
cunchuqifenpeichengx 存储器分配程序
cunchuqifenpeilichen 存储器分配例程
cunchuqijiaochacunq 存储器交叉存取
cunchuqipingjunfangwenshijia 存储器平均访问时间
cunchuqishujujicunq 存储器数据寄存器
cunchuqitingdu 存储器停顿
cunchuqiwuchongtucunq 存储器无冲突存取
cunchuqiyasu 存储器压缩
cunchuqiyizhixin 存储器一致性
cunchuqizhihouxier 存储器滞后写入
cunchuqizongxia 存储器总线
cunchuronglian 存储容量
cunchushuj 存储数据
cunchusuipia 存储碎片
cunchut 存储体
cunchutichongt 存储体冲突
cunchuwenjia 存储文件
cunchuxiton 存储系统
cunchuxinpia 存储芯片
cunchuyuanjia 存储元件
cunchuzaipeizh 存储再配置
cunchuzha 存储栈
cunchuzhenli 存储阵列
cunchuzhouq 存储周期
cunchuzhuanf 存储转发
cunchuzhuanfawan 存储转发网
cundangwangdia 存档网点
cundangwenjia 存档文件
cunge 存根
cunq 存取
cunqub 存取臂
cunqubia 存取表
cunquchongt 存取冲突
cunquduili 存取队列
cunqufancho 存取范畴
cunqufangf 存取方法
cunquguanlichengx 存取管理程序
cunqujibi 存取级别
cunqujigo 存取机构
cunqujuju 存取拒绝
cunqujuzhe 存取矩阵
cunqukongzh 存取控制
cunqukongzhijizh 存取控制机制
cunquleixin 存取类型
cunququa 存取权
cunqushijia 存取时间
cunqusud 存取速度
cunqutequa 存取特权
cunqutoumingxin 存取透明性
cunquweil 存取违例
cunquxuk 存取许可
cunquyua 存取元
cunzailiangc 存在量词
cuoji 错接
cuoluanmim 错乱密码
cuow 错误
cuowubuhuolichen 错误捕获例程
cuowuchuanboshouxianm 错误传播受限码
cuowudaim 错误代码
cuowufenx 错误分析
cuowufengsu 错误封锁
cuowuhuifuguochen 错误恢复过程
cuowujianyanm 错误检验码
cuowujiesho 错误接受
cuowukongzh 错误控制
cuowukongzhim 错误控制码
cuowukuad 错误跨度
cuowukuosa 错误扩散
cuowuleibi 错误类别
cuowumosh 错误模式
cuowumoxin 错误模型
cuowusab 错误撒播
cuowushuj 错误数据
cuowutiaojia 错误条件
cuowuyuc 错误预测
cuowuyucemoxin 错误预测模型
cuowuzhendua 错误诊断
cuowuzhuangtaiz 错误状态字
daba 打包
dabaoanqua 打包安全
dacibiaoyuyinshibi 大词表语音识别
daguimobingxingchul 大规模并行处理
daguimobingxingjisuanj 大规模并行计算机
daguimobingxingrengongzhinen 大规模并行人工智能
daguimojichengdianl 大规模集成电路
dakaiwe 打开为
danaobowenjianc 大脑波纹检测
danaosaomia 大脑扫描
dapingmuxianshiq 大屏幕显示器
darongliangcunchuq 大容量存储器
daxianqietin 搭线窃听
daxiaoxiebuminga 大小写不敏感
daxiaoxieminga 大小写敏感
daxingj 大型机
daxingjisuanj 大型计算机
dayinfuwuq 打印服务器
dayinj 打印机
dayinjijixi 打印机机芯
dayinjituoji 打印机托架
dayinto 打印头
dayinxuanxian 打印选项
dayinzhilian 打印质量
dayusousu 大于搜索
dayuzhon 大语种
daibiaohaofuyon 带标号复用
daibiaohaoxinda 带标号信道
daifuha 带符号
daigongchangshan 代工厂商
daihuanlifangtiwanglu 带环立方体网络
daijiahansh 代价函数
daijiansha 带减少
daikua 带宽
dail 代理
dailifuw 代理服务
dailifuwuq 代理服务器
dailifuwuqiruanjia 代理服务器软件
dailizhengmingjigo 代理证明机构
daim 代码
daimabengongj 代码本攻击
daimabia 代码表
daimakuochon 代码扩充
daimashench 代码审查
daimashenj 代码审计
daimashengchen 代码生成
daimashengchengchengx 代码生成程序
daimashengchengq 代码生成器
daimayidon 代码移动
daimayouhu 代码优化
daimazhuanhuanq 代码转换器
daimazouch 代码走查
daimingzhongdua 待命中断
daimingzhuangta 待命状态
dainiuxi 带扭斜
daipia 带票
dair 代入
dairufuh 代入复合
daishuguiyu 代数规约
daishujianhu 代数简化
daishuluoj 代数逻辑
daishushujuleixin 代数数据类型
daishuyuya 代数语言
daishuyuy 代数语义
daitimim 代替密码
daito 带头
daiwaigongj 带外攻击
daixushujubiaoj 待续数据标记
daiyasu 带压缩
daiyoumiyaodesanliehansh 带有密钥的散列函数
daizhushidetuxiangjiaohua 带注释的图像交换
daizhuangdianla 带状电缆
daizhuangxia 带状线
daizimubia 带字母表
danbanjisuanj 单板计算机
danbianwanglu 单边网络
danb 单播
danbodizh 单播地址
danbucaozu 单步操作
danbuf 单步法
danchengxuliuduoshujuli 单程序流多数据流
danch 淡出
danchuliq 单处理器
danchushicaida 弹出式菜单
danchunc 单纯词
danchunxin 单纯形
dandizhijisuanj 单地址计算机
dandiandengl 单点登录
dandianguzhan 单点故障
dandiankongzh 单点控制
dandiaoqulvluoxia 单调曲率螺线
dandiaotuil 单调推理
danduanduanji 单端端接
danduanfangsh 单端方式
danduishuangjiaoxia 单对双绞线
dangecuow 单个错误
dangedizh 单个地址
dangongchuansh 单工传输
danguzhan 单故障
danh 单核
danhuilukongzh 单回路控制
danhuilushuzikongzhiq 单回路数字控制器
danhuilutiaoji 单回路调节
danj 单击
danjiba 单机版
danjishebe 单级设备
danjisuanjixiton 单计算机系统
danjinchen 单进程
danlankuandaijuyuwan 单缆宽带局域网
danlimosh 单例模式
danliezhichafengzhuan 单列直插封装
danliezhichashineicunzujia 单列直插式内存组件
danmushiju 单目视觉
danpiancunchuq 单片存储器
danpianj 单片机
danpianjisuanj 单片计算机
danpianxiton 单片系统
danrenw 单任务
danr 淡入
danrukoudia 单入口点
dansetuxingshipeiq 单色图形适配器
dansexiansh 单色显示
dansexianshishipeiq 单色显示适配器
danshijianfanzhua 单事件翻转
danshijiansuodin 单事件锁定
danshijianxiaoyin 单事件效应
danshujuli 单数据流
danshujusul 单数据速率
danwe 单位
danwenchufadianl 单稳触发电路
danxitongyingxian 单系统映像
danxianchen 单线程
danxiangchuanboshijia 单向传播时间
danxiangchuansh 单向传输
danxianggongzu 单向工作
danxiangguzhan 单向故障
danxianghansh 单向函数
danxiangjiam 单向加密
danxiangmim 单向密码
danxiangsanliehansh 单向散列函数
danxiangtongxi 单向通信
danxiangzhanzidongj 单向栈自动机
danxiaoshuangjia 单校双检
danxingzhush 单行注释
danxuananni 单选按钮
danyanlit 单眼立体
danyezh 单页纸
dany 单义
danyibianzhikongjia 单一编址空间
danyishengchengsh 单一生成式
danyongh 单用户
danyonghucaozuoxiton 单用户操作系统
danyonghujisuanj 单用户计算机
danyua 单元
danyuanbianm 单元编码
danyuancesh 单元测试
danyuemimaxiton 单钥密码系统
danzhilin 单指令
danzhilingliuduoshujuli 单指令流多数据流
danzijiejiaozhen 单字节校正
danzongxia 单总线
danganwenjia 档案文件
dangda 挡刀
dangqianbanbe 当前版本
